,state,year,miles,fatalities,seatbelt,speed65,speed70,drinkage,alcohol,income,age,enforce
1,AK,1983,3358,0.044669445604086,NA,no,no,yes,no,17973,28.2349662780762,no
2,AK,1984,3589,0.037336304783821,NA,no,no,yes,no,18093,28.343542098999,no
3,AK,1985,3840,0.033072914928198,NA,no,no,yes,no,18925,28.3728160858154,no
4,AK,1986,4008,0.025199601426721,NA,no,no,yes,no,18466,28.3966522216797,no
5,AK,1987,3900,0.019487179815769,NA,no,no,yes,no,18021,28.4532508850098,no
6,AK,1988,3841,0.025253839790821,NA,no,no,yes,no,18447,28.8514194488525,no
7,AK,1989,3887,0.0216104965657,NA,no,no,yes,no,19970,29.1489543914795,no
8,AK,1990,3979,0.02462930418551,0.449999988079071,no,no,yes,no,21073,29.5862846374512,no
9,AK,1991,4021,0.025118129327893,0.660000026226044,no,no,yes,no,21496,29.8277111053467,secondary
10,AK,1992,3841,0.02811767719686,0.660000026226044,yes,no,yes,no,22073,30.2106971740723,secondary
11,AK,1993,3918,0.030117407441139,0.689999997615814,yes,no,yes,no,22711,30.4643859863281,secondary
12,AK,1994,4150,0.020481927320361,0.689999997615814,yes,no,yes,no,23417,30.75657081604,secondary
13,AK,1995,4123,0.021101139485836,0.689999997615814,yes,no,yes,no,23971,31.178596496582,secondary
14,AK,1996,4115,0.01968408189714,0.689999997615814,yes,no,yes,no,24310,31.4453544616699,secondary
15,AK,1997,4387,0.017551857978106,0.689999997615814,yes,no,yes,no,24969,31.6014747619629,secondary
16,AL,1983,31032,0.029969064518809,NA,no,no,no,no,9505,34.2006454467773,no
17,AL,1984,32961,0.028275841847062,0.129999995231628,no,no,no,no,10417,34.421630859375,no
18,AL,1985,35091,0.025134649127722,0.170000001788139,no,no,yes,no,11133,34.6025695800781,no
19,AL,1986,34003,0.031791310757399,0.28999999165535,no,no,yes,no,11736,34.7606735229492,no
20,AL,1987,37426,0.02968524582684,0.209999993443489,yes,no,yes,no,12394,34.9556579589844,no
21,AL,1988,39684,0.025803850963712,0.28999999165535,yes,no,yes,no,13288,35.1369552612305,no
22,AL,1989,40765,0.025242242962122,0.379999995231628,yes,no,yes,no,14266,35.3278579711914,no
23,AL,1990,42347,0.026471769437194,0.439999997615814,yes,no,yes,no,15213,35.6229248046875,no
24,AL,1991,42924,0.025999441742897,0.469999998807907,yes,no,yes,no,15895,35.6887359619141,no
25,AL,1992,45762,0.022529609501362,0.579999983310699,yes,no,yes,no,16817,35.8326187133789,secondary
26,AL,1993,47337,0.022054629400373,0.550000011920929,yes,no,yes,no,17398,35.9482536315918,secondary
27,AL,1994,48956,0.022121906280518,0.550000011920929,yes,no,yes,no,18163,36.0920104980469,secondary
28,AL,1995,50628,0.022003633901477,0.519999980926514,yes,yes,yes,yes,19041,36.2057456970215,secondary
29,AL,1996,51433,0.022281413897872,0.540000021457672,yes,yes,yes,yes,19838,36.3851318359375,secondary
30,AL,1997,53458,0.022297877818346,0.519999980926514,yes,yes,yes,yes,20672,36.5007209777832,secondary
31,AR,1983,16684,0.033385280519724,NA,no,no,yes,no,9267,35.4221382141113,no
32,AR,1984,16621,0.031586546450853,NA,no,no,yes,no,10263,35.56396484375,no
33,AR,1985,17112,0.031206171959639,NA,no,no,yes,no,10919,35.6919136047363,no
34,AR,1986,17555,0.03434918820858,0.197999998927116,no,no,yes,no,11409,35.8672676086426,no
35,AR,1987,18306,0.034906588494778,NA,yes,no,yes,no,11842,36.0081329345703,no
36,AR,1988,19219,0.031739424914122,0.300999999046326,yes,no,yes,no,12637,36.1438674926758,no
37,AR,1989,20414,0.031693935394287,NA,yes,no,yes,no,13353,36.2920837402344,no
38,AR,1990,21011,0.028746847063303,0.340000003576279,yes,no,yes,no,14025,36.4256820678711,no
39,AR,1991,21934,0.027719521895051,0.519999980926514,yes,no,yes,no,14766,36.4663162231445,secondary
40,AR,1992,23081,0.025475500151515,0.550000011920929,yes,no,yes,no,15807,36.5056991577148,secondary
41,AR,1993,23995,0.024296728894115,0.550000011920929,yes,no,yes,no,16380,36.5925750732422,secondary
42,AR,1994,24948,0.024410774931312,0.509999990463257,yes,no,yes,no,17090,36.6223907470703,secondary
43,AR,1995,26653,0.023674633353949,0.509999990463257,yes,no,yes,no,17934,36.628490447998,secondary
44,AR,1996,27840,0.022090516984463,0.479999989271164,yes,no,yes,no,18808,36.6652374267578,secondary
45,AR,1997,28144,0.023450823500752,0.479999989271164,yes,no,yes,no,19595,36.8175773620605,secondary
46,AZ,1983,19611,0.03441945835948,NA,no,no,no,no,11277,34.1142196655273,no
47,AZ,1984,20613,0.042157862335444,NA,no,no,yes,no,12375,34.2470703125,no
48,AZ,1985,21580,0.041380908340216,NA,no,no,yes,no,13280,34.3313598632812,no
49,AZ,1986,22665,0.044429738074541,NA,no,no,yes,no,13980,34.475341796875,no
50,AZ,1987,31729,0.029594376683235,NA,yes,no,yes,no,14631,34.543025970459,no
51,AZ,1988,34247,0.027564458549023,NA,yes,no,yes,no,15246,34.6561317443848,no
52,AZ,1989,34816,0.025247013196349,NA,yes,no,yes,no,15919,34.7041091918945,no
53,AZ,1990,35456,0.024509251117706,0.550000011920929,yes,no,yes,no,16608,34.8856239318848,no
54,AZ,1991,34929,0.02336167730391,0.649999976158142,yes,no,yes,no,16971,35.0049057006836,secondary
55,AZ,1992,35047,0.023083288222551,0.730000019073486,yes,no,yes,no,17583,35.1924667358398,secondary
56,AZ,1993,39150,0.020459769293666,0.730000019073486,yes,no,yes,no,18270,35.283260345459,secondary
57,AZ,1994,38774,0.023314591497183,0.600000023841858,yes,no,yes,no,19127,35.4959335327148,secondary
58,AZ,1995,39653,0.026101429015398,0.600000023841858,yes,yes,yes,no,20078,35.4948616027832,secondary
59,AZ,1996,42123,0.023597558960319,0.560000002384186,yes,yes,yes,no,21071,35.552433013916,secondary
60,AZ,1997,43491,0.021866593509913,0.629999995231628,yes,yes,yes,no,21998,35.7004356384277,secondary
61,CA,1983,182652,0.025036681443453,NA,no,no,yes,no,14258,33.7374572753906,no
62,CA,1984,196537,0.025542264804244,NA,no,no,yes,no,15593,33.7844276428223,no
63,CA,1985,207600,0.023892100900412,0.257999986410141,no,no,yes,no,16523,33.8018264770508,no
64,CA,1986,214913,0.024442449212074,0.45430001616478,no,no,yes,no,17255,33.8111419677734,secondary
65,CA,1987,226301,0.024321589618921,0.480999976396561,yes,no,yes,no,18175,33.8221626281738,secondary
66,CA,1988,241575,0.022320190444589,0.508499979972839,yes,no,yes,no,19263,33.8038063049316,secondary
67,CA,1989,251482,0.021520426496863,0.532999992370605,yes,no,yes,no,20226,33.7592086791992,secondary
68,CA,1990,258926,0.020052060484886,0.570999979972839,yes,no,yes,yes,21363,33.8367233276367,secondary
69,CA,1991,257976,0.018172232434154,0.593499958515167,yes,no,yes,yes,21491,33.7984924316406,secondary
70,CA,1992,262548,0.015966603532434,0.666000008583069,yes,no,yes,yes,22191,33.8995819091797,secondary
71,CA,1993,266408,0.015630161389709,0.813000023365021,yes,no,yes,yes,22430,33.9820594787598,secondary
72,CA,1994,271943,0.015562084503472,0.826999962329865,yes,no,yes,yes,22953,34.0540046691895,secondary
73,CA,1995,276371,0.015168016776443,0.816999971866608,yes,yes,yes,yes,23983,34.1773719787598,secondary
74,CA,1996,278043,0.014346702024341,0.845000028610229,yes,yes,yes,yes,25142,34.2943305969238,secondary
75,CA,1997,285612,0.012912622652948,0.851999998092651,yes,yes,yes,yes,26314,34.4820899963379,secondary
76,CO,1983,24109,0.026794973760843,NA,no,no,no,no,13460,32.6092262268066,no
77,CO,1984,24588,0.024727508425713,NA,no,no,no,no,14597,32.7904396057129,no
78,CO,1985,26146,0.022144878283143,NA,no,no,no,no,15224,32.9454574584961,no
79,CO,1986,26382,0.022856492549181,NA,no,no,no,no,15571,33.115364074707,no
80,CO,1987,26968,0.02191486209631,NA,yes,no,yes,no,16147,33.2912368774414,secondary
81,CO,1988,27665,0.017964936792851,NA,yes,no,yes,no,16985,33.5219192504883,secondary
82,CO,1989,27577,0.019110128283501,NA,yes,no,yes,no,18110,33.7736434936523,secondary
83,CO,1990,27178,0.020016189664602,0.5,yes,no,yes,no,19290,34.0188293457031,secondary
84,CO,1991,27744,0.019571799784899,0.509999990463257,yes,no,yes,no,20099,34.1767730712891,secondary
85,CO,1992,28927,0.018045425415039,0.5,yes,no,yes,no,21005,34.3463516235352,secondary
86,CO,1993,32718,0.017085395753384,0.529999971389771,yes,no,yes,no,22117,34.5524101257324,secondary
87,CO,1994,33705,0.017386144027114,0.540000021457672,yes,no,yes,no,23019,34.7841567993164,secondary
88,CO,1995,35058,0.018398083746433,0.560000002384186,yes,no,yes,no,24304,34.9894180297852,secondary
89,CO,1996,36141,0.017072023823857,0.560000002384186,yes,no,yes,no,25627,35.1913871765137,secondary
90,CO,1997,37746,0.016240131109953,0.589999973773956,yes,no,yes,no,27015,35.3195877075195,secondary
91,CT,1983,20630,0.021231217309833,NA,no,no,no,no,15620,36.034252166748,no
92,CT,1984,21076,0.02225279994309,NA,no,no,no,no,17360,36.1912384033203,no
93,CT,1985,22152,0.020223908126354,NA,no,no,yes,no,18531,36.3009796142578,no
94,CT,1986,24053,0.018916558474302,NA,no,no,yes,no,19815,36.3553848266602,primary
95,CT,1987,26775,0.01676937378943,NA,no,no,yes,no,21588,36.4513473510742,primary
96,CT,1988,26062,0.01857109926641,NA,no,no,yes,no,23699,36.5017051696777,primary
97,CT,1989,26183,0.015506244264543,NA,no,no,yes,no,25407,36.5743789672852,primary
98,CT,1990,26303,0.014637113548815,0.589999973773956,no,no,yes,no,26453,36.7700958251953,primary
99,CT,1991,26628,0.011641880497336,0.610000014305115,yes,no,yes,no,26721,36.8206405639648,primary
100,CT,1992,26459,0.011187119409442,0.709999978542328,no,no,yes,no,28345,36.9771003723145,primary
101,CT,1993,27001,0.012666197493672,0.709999978542328,no,no,yes,no,29232,37.0656204223633,primary
102,CT,1994,27138,0.011423096992075,0.720000028610229,no,no,yes,no,30310,37.1605911254883,primary
103,CT,1995,28045,0.011303262785077,0.720000028610229,no,no,yes,no,32073,37.279956817627,primary
104,CT,1996,28135,0.011018304154277,0.620000004768372,no,no,yes,no,33979,37.4275665283203,primary
105,CT,1997,28552,0.011873073875904,0.639999985694885,no,no,yes,no,35863,37.5472793579102,primary
106,DC,1983,3099,0.021297192201018,NA,no,no,no,no,15267,35.7238540649414,no
107,DC,1984,3214,0.019912881776691,NA,no,no,no,no,16620,35.8357276916504,no
108,DC,1985,3223,0.018616195768118,NA,no,no,no,no,17531,35.8874282836914,no
109,DC,1986,3287,0.013386066071689,NA,no,no,yes,no,18335,35.8914070129395,secondary
110,DC,1987,3368,0.01573634147644,NA,yes,no,yes,no,19566,35.9766387939453,secondary
111,DC,1988,3405,0.017914831638336,NA,yes,no,yes,no,21782,36.0415382385254,secondary
112,DC,1989,3414,0.021089630201459,NA,yes,no,yes,no,23438,36.1164970397949,secondary
113,DC,1990,3407,0.014088640920818,0.490000009536743,yes,no,yes,no,25646,36.9136543273926,secondary
114,DC,1991,3430,0.018367346376181,0.490000009536743,yes,no,yes,no,27028,36.8610496520996,secondary
115,DC,1992,3562,0.014037057757378,0.589999973773956,yes,no,yes,no,28597,37.0413513183594,secondary
116,DC,1993,3485,0.016355810686946,0.620000004768372,yes,no,yes,no,29912,37.2308578491211,secondary
117,DC,1994,3448,0.020011600106955,0.620000004768372,yes,no,yes,no,31212,37.4215431213379,secondary
118,DC,1995,3465,0.016738817095757,0.629999995231628,yes,no,yes,no,32398,37.650447845459,secondary
119,DC,1996,3316,0.018697226420045,0.579999983310699,yes,no,yes,no,34213,38.0677490234375,secondary
120,DC,1997,3326,0.018039686605334,0.660000026226044,yes,no,yes,no,35704,38.3756713867188,secondary
121,DE,1983,4886,0.022513303905726,NA,no,no,yes,no,13159,34.2215461730957,no
122,DE,1984,5138,0.025301674380899,NA,no,no,yes,no,14291,34.4224662780762,no
123,DE,1985,5365,0.019384901970625,NA,no,no,yes,no,15451,34.5659408569336,no
124,DE,1986,5762,0.023602915927768,NA,no,no,yes,no,16257,34.7090301513672,no
125,DE,1987,6086,0.023989483714104,NA,yes,no,yes,no,17423,34.9120903015137,no
126,DE,1988,6404,0.024984383955598,NA,yes,no,yes,no,18878,35.0613479614258,no
127,DE,1989,6446,0.017995655536652,NA,yes,no,yes,no,20563,35.174129486084,no
128,DE,1990,6548,0.021075136959553,0.449999988079071,yes,no,yes,no,21590,35.4238891601562,no
129,DE,1991,6721,0.015176312997937,0.540000021457672,yes,no,yes,no,22241,35.4912490844727,no
130,DE,1992,6892,0.02031340636313,0.699999988079071,yes,no,yes,no,23004,35.6515617370605,secondary
131,DE,1993,6895,0.015953589230776,0.629999995231628,yes,no,yes,no,23542,35.8443756103516,secondary
132,DE,1994,7025,0.015943059697747,0.589999973773956,yes,no,yes,no,24465,35.9684982299805,secondary
133,DE,1995,7515,0.016101131215692,0.629999995231628,yes,no,yes,no,25603,36.2402687072754,secondary
134,DE,1996,7666,0.015131750144064,0.620000004768372,yes,no,yes,no,27125,36.4600944519043,secondary
135,DE,1997,8007,0.017859373241663,0.589999973773956,yes,no,yes,no,28493,36.5989189147949,secondary
136,FL,1983,81776,0.032845821231604,NA,no,no,no,no,12469,38.5154190063477,no
137,FL,1984,85475,0.032921906560659,NA,no,no,no,no,13476,38.6366119384766,no
138,FL,1985,88056,0.032161351293325,0.22299998998642,no,no,yes,no,14367,38.7098579406738,no
139,FL,1986,87273,0.032438442111015,0.344500005245209,no,no,yes,no,15102,38.7351837158203,no
140,FL,1987,93819,0.030260395258665,0.551500022411346,yes,no,yes,no,16001,38.8027610778809,secondary
141,FL,1988,105319,0.029225496575236,0.470999985933304,yes,no,yes,no,17092,38.8233985900879,secondary
142,FL,1989,108877,0.027407074347138,0.550000011920929,yes,no,yes,no,18405,38.8744239807129,secondary
143,FL,1990,109997,0.026282535865903,0.529999971389771,yes,no,yes,no,19127,38.6966133117676,secondary
144,FL,1991,113483,0.021703692153096,0.529500007629395,yes,no,yes,no,19451,38.7663116455078,secondary
145,FL,1992,114311,0.021231552585959,0.557999968528748,yes,no,yes,no,19910,38.8350448608398,secondary
146,FL,1993,120467,0.021881511434913,0.61599999666214,yes,no,yes,no,21080,38.8647804260254,secondary
147,FL,1994,121989,0.02202657610178,0.601999998092651,yes,no,yes,yes,21761,38.9269676208496,secondary
148,FL,1995,127801,0.021948184818029,0.589999973773956,yes,yes,yes,yes,22676,38.9981727600098,secondary
149,FL,1996,130004,0.021176271140575,0.627000033855438,yes,yes,yes,yes,23834,39.1027679443359,secondary
150,FL,1997,134007,0.020782496780157,0.600000023841858,yes,yes,yes,yes,24799,39.1695823669434,secondary
151,GA,1983,48837,0.026537256315351,NA,no,no,no,no,10742,32.9332847595215,no
152,GA,1984,50486,0.027928534895182,NA,no,no,no,no,12028,33.103385925293,no
153,GA,1985,53713,0.025338372215629,NA,no,no,no,no,12928,33.2022361755371,no
154,GA,1986,56833,0.026920979842544,NA,no,no,yes,no,13768,33.3027687072754,no
155,GA,1987,60293,0.026520492509008,0.197999998927116,no,no,yes,no,14562,33.4336624145508,no
156,GA,1988,62262,0.026565160602331,0.277999997138977,yes,no,yes,no,15591,33.5074729919434,secondary
157,GA,1989,75705,0.021557360887528,0.387999981641769,yes,no,yes,no,16466,33.585865020752,secondary
158,GA,1990,72746,0.021471971645951,0.416999995708466,yes,no,yes,no,17385,33.8595314025879,secondary
159,GA,1991,73005,0.019026093184948,0.455999970436096,yes,no,yes,no,17930,33.9618911743164,secondary
160,GA,1992,77904,0.016879748553038,0.460999995470047,yes,no,yes,no,18888,34.0948753356934,secondary
161,GA,1993,78426,0.017774717882276,0.572000026702881,yes,no,yes,no,19668,34.179443359375,secondary
162,GA,1994,82822,0.017205573618412,0.529000043869019,yes,no,yes,no,20632,34.3039474487305,secondary
163,GA,1995,85384,0.017427152022719,0.507000029087067,yes,yes,yes,no,21696,34.4150772094727,secondary
164,GA,1996,89132,0.017647983506322,0.611000001430511,yes,yes,yes,no,22900,34.5256843566895,secondary
165,GA,1997,93317,0.016899386420846,0.680000007152557,yes,yes,yes,yes,23882,34.6350784301758,secondary
166,HI,1983,5873,0.024008173495531,NA,no,no,no,no,13028,32.7169303894043,no
167,HI,1984,6505,0.021214449778199,NA,no,no,no,no,13740,32.9384651184082,no
168,HI,1985,6762,0.018633540719748,0.330000013113022,no,no,no,no,14494,33.1608581542969,no
169,HI,1986,6971,0.017214173451066,0.726000010967255,no,no,yes,no,15325,33.4808578491211,primary
170,HI,1987,7218,0.019257411360741,0.66100001335144,no,no,yes,no,16262,33.8161849975586,primary
171,HI,1988,7419,0.019948780536652,0.665000021457672,no,no,yes,no,17815,34.1053123474121,primary
172,HI,1989,7750,0.019225805997849,0.78300005197525,no,no,yes,no,19395,34.3718566894531,primary
173,HI,1990,8066,0.021943962201476,0.805000007152557,no,no,yes,no,21529,34.8789749145508,primary
174,HI,1991,8143,0.016578655689955,0.853000044822693,no,no,yes,no,22171,34.9796752929688,primary
175,HI,1992,8066,0.015993056818843,0.830999970436096,no,no,yes,no,22906,35.177173614502,primary
176,HI,1993,8074,0.016596483066678,0.84199994802475,no,no,yes,no,23638,35.34814453125,primary
177,HI,1994,7935,0.015374921262264,0.824999988079071,no,no,yes,no,24090,35.5265808105469,primary
178,HI,1995,7945,0.016362491995096,0.799000024795532,no,no,yes,no,24848,35.7653923034668,primary
179,HI,1996,8030,0.018430884927511,0.800000011920929,no,no,yes,no,25086,36.0712394714355,primary
180,HI,1997,7947,0.016484208405018,0.800000011920929,no,no,yes,yes,25598,36.3965072631836,primary
181,IA,1983,19661,0.026143126189709,NA,no,no,no,no,11218,35.4137687683105,no
182,IA,1984,20497,0.020490802824497,NA,no,no,no,no,12460,35.6049995422363,no
183,IA,1985,20191,0.023475805297494,0.180000007152557,no,no,no,no,13042,35.8148460388184,no
184,IA,1986,20413,0.02160388045013,0.430000007152557,no,no,yes,no,13688,36.0849342346191,primary
185,IA,1987,20808,0.023596692830324,0.560000002384186,yes,no,yes,no,14511,36.3715324401855,primary
186,IA,1988,21907,0.025425663217902,0.550000011920929,yes,no,yes,no,14882,36.5685653686523,primary
187,IA,1989,22571,0.022772584110498,0.589999973773956,yes,no,yes,no,16058,36.6688194274902,primary
188,IA,1990,22993,0.020223546773195,0.610000014305115,yes,no,yes,no,16885,36.6696014404297,primary
189,IA,1991,23020,0.021198958158493,0.680000007152557,yes,no,yes,no,17304,36.6919631958008,primary
190,IA,1992,23926,0.018264649435878,0.709999978542328,yes,no,yes,no,18368,36.8526496887207,primary
191,IA,1993,25118,0.018273748457432,0.730000019073486,yes,no,yes,no,18461,36.9394454956055,primary
192,IA,1994,25737,0.018572483211756,0.730000019073486,yes,no,yes,no,19964,37.0533256530762,primary
193,IA,1995,25987,0.020279370248318,0.759999990463257,yes,no,yes,no,20412,37.2043228149414,primary
194,IA,1996,26880,0.017299106344581,0.75,yes,no,yes,no,22032,37.2995758056641,primary
195,IA,1997,27984,0.016723841428757,0.75,yes,no,yes,no,23120,37.3758659362793,primary
196,ID,1983,8287,0.031736455857754,NA,no,no,no,no,10122,32.1727142333984,no
197,ID,1984,7768,0.03115344978869,NA,no,no,no,no,10780,32.3633193969727,no
198,ID,1985,7710,0.033073928207159,0.234999999403954,no,no,no,no,11331,32.6007766723633,no
199,ID,1986,7781,0.03315769135952,0.270000010728836,no,no,no,no,11663,32.862232208252,secondary
200,ID,1987,8119,0.032023649662733,0.319999992847443,yes,no,yes,no,12265,33.1909637451172,secondary
201,ID,1988,8127,0.031622983515263,0.340000003576279,yes,no,yes,no,13108,33.4885635375977,secondary
202,ID,1989,8422,0.028259320184588,0.330000013113022,yes,no,yes,no,14283,33.7009353637695,secondary
203,ID,1990,9849,0.024774089455605,0.349999994039536,yes,no,yes,no,15346,33.7630462646484,secondary
204,ID,1991,10318,0.025586353614926,0.46000000834465,yes,no,yes,no,15664,33.9172782897949,secondary
205,ID,1992,10764,0.022575251758099,0.529999971389771,yes,no,yes,no,16607,33.9941329956055,secondary
206,ID,1993,11481,0.020033098757267,0.589999973773956,yes,no,yes,no,17699,34.0411148071289,secondary
207,ID,1994,11652,0.02145554497838,0.540000021457672,yes,no,yes,no,18186,34.0649604797363,secondary
208,ID,1995,12296,0.021307742223144,0.5,yes,yes,yes,no,18961,34.2065353393555,secondary
209,ID,1996,12961,0.019905870780349,0.5,yes,yes,yes,no,19741,34.3540840148926,secondary
210,ID,1997,12880,0.020108696073294,0.490000009536743,yes,yes,yes,yes,20392,34.5040626525879,secondary
211,IL,1983,67370,0.02265103161335,NA,no,no,yes,no,13180,34.360767364502,no
212,IL,1984,69910,0.022128451615572,NA,no,no,yes,no,14547,34.4693031311035,no
213,IL,1985,70844,0.021653210744262,0.158999994397163,no,no,yes,no,15322,34.6009178161621,no
214,IL,1986,74144,0.021525679156184,0.362000018358231,no,no,yes,no,16106,34.7123565673828,secondary
215,IL,1987,75756,0.021833254024386,0.372999995946884,yes,no,yes,no,17066,34.8764572143555,secondary
216,IL,1988,78483,0.023406343534589,0.395000010728836,yes,no,yes,no,18212,35.0331192016602,secondary
217,IL,1989,81297,0.02150140888989,0.400000005960464,yes,no,yes,no,19427,35.1508026123047,secondary
218,IL,1990,83334,0.019067848101258,0.470999985933304,yes,no,yes,no,20494,35.4204139709473,secondary
219,IL,1991,85430,0.01694954931736,0.504000008106232,yes,no,yes,no,20966,35.4195442199707,secondary
220,IL,1992,87642,0.015791514888406,0.639999985694885,yes,no,yes,no,22209,35.515552520752,secondary
221,IL,1993,89693,0.015519605949521,0.670000016689301,yes,no,yes,no,22895,35.5936088562012,secondary
222,IL,1994,92316,0.016833484172821,0.683000028133392,yes,no,yes,no,23956,35.6267280578613,secondary
223,IL,1995,94189,0.016838483512402,0.686999976634979,yes,no,yes,no,25135,35.6713218688965,secondary
224,IL,1996,96730,0.015269306488335,0.639999985694885,yes,no,yes,no,26393,35.7241096496582,secondary
225,IL,1997,99319,0.014065788127482,0.641999959945679,yes,no,yes,yes,27688,35.7832221984863,secondary
226,IN,1983,39837,0.025503927841783,NA,no,no,yes,no,11001,34.0799827575684,no
227,IN,1984,41074,0.022520329803228,NA,no,no,yes,no,12199,34.2933158874512,no
228,IN,1985,40782,0.023883085697889,NA,no,no,yes,no,12844,34.4917640686035,no
229,IN,1986,40780,0.02545365318656,0.196000009775162,no,no,yes,no,13513,34.6955490112305,no
230,IN,1987,44122,0.023910973221064,0.367000013589859,yes,no,yes,no,14324,34.8960151672363,secondary
231,IN,1988,51124,0.021496752277017,0.440999984741211,yes,no,yes,no,15231,35.0628700256348,secondary
232,IN,1989,56192,0.017280040308833,0.460999995470047,yes,no,yes,no,16296,35.1572685241699,secondary
233,IN,1990,53697,0.019535541534424,0.47299998998642,yes,no,yes,no,17167,35.4417037963867,secondary
234,IN,1991,54266,0.018833154812455,0.519999980926514,yes,no,yes,no,17624,35.4977035522461,secondary
235,IN,1992,57072,0.015787076205015,0.560000002384186,yes,no,yes,no,18763,35.6531867980957,secondary
236,IN,1993,60461,0.014902167953551,0.560000002384186,yes,no,yes,no,19649,35.7683982849121,secondary
237,IN,1994,62108,0.015634056180716,0.560000002384186,yes,no,yes,no,20734,35.8347549438477,secondary
238,IN,1995,64552,0.01487173140049,0.639999985694885,yes,no,yes,no,21427,35.9361839294434,secondary
239,IN,1996,66220,0.01485955901444,0.620000004768372,yes,no,yes,no,22234,36.0628471374512,secondary
240,IN,1997,68620,0.013625765219331,0.629999995231628,yes,no,yes,no,23202,36.1093406677246,secondary
241,KS,1983,18153,0.022640885785222,NA,no,no,no,no,12273,34.9704513549805,no
242,KS,1984,18717,0.02724795602262,NA,no,no,no,no,13421,35.0815353393555,no
243,KS,1985,19275,0.025214007124305,0.098999999463558,no,no,yes,no,14121,35.149772644043,no
244,KS,1986,19826,0.025219408795238,0.236000001430511,no,no,yes,no,14703,35.295280456543,secondary
245,KS,1987,20561,0.023880161345005,0.422999978065491,yes,no,yes,no,15327,35.3615913391113,secondary
246,KS,1988,21161,0.022825008258224,0.48199999332428,yes,no,yes,no,16040,35.4469337463379,secondary
247,KS,1989,21913,0.019531784579158,0.519999980926514,yes,no,yes,no,16802,35.4780807495117,secondary
248,KS,1990,22849,0.019431922584772,0.578000009059906,yes,no,yes,no,17940,35.5970802307129,secondary
249,KS,1991,23186,0.017639955505729,0.634999990463257,yes,no,yes,no,18492,35.6004676818848,secondary
250,KS,1992,24163,0.016016222536564,0.703000009059906,yes,no,yes,no,19447,35.7139205932617,secondary
251,KS,1993,24115,0.017748288810253,0.699999988079071,yes,no,yes,yes,20048,35.7961006164551,secondary
252,KS,1994,24678,0.017910689115524,0.699999988079071,yes,no,yes,yes,20638,35.8690528869629,secondary
253,KS,1995,25153,0.017572456970811,0.540000021457672,yes,yes,yes,yes,21481,36.0154647827148,secondary
254,KS,1996,25942,0.018888289108872,0.540000021457672,yes,yes,yes,yes,22707,36.1358795166016,secondary
